Cancer type	NCBI gene id	FDR adjusted p-value	Cancer Sample Med	Normal Sample Med	log2 fold change	p-value	Gene symbol
THCA	28231	1.14e-13	3.743	1.469	1.34936065234368	8.13351724137931e-13	SLCO4A1
THCA	100127888	0.31779	1	1	0	0.364949768637532	SLCO4A1-AS1
THCA	100652730	0.056865	1	1	0	0.0845362607774921	LINC00659
THCA	55257	0.001157	17.107	16.466	0.0550966499828641	0.00227510924369748	MRGBP
THCA	101409261	0.097752	1	1.115	-0.15704371014558	0.137518845691383	OGFR-AS1
THCA	11054	0.12096	64.288	61.183	0.0714186205582248	0.166172054794521	OGFR
THCA	1299	0.36674	4.024	41.36	-3.36153397539677	0.412617365920669	COL9A3
THCA	10732	1.9513e-07	14.908	27.107	-0.862578731135144	6.14955151515151e-07	TCFL5
THCA	11083	4.803e-11	31.237	42.947	-0.459301453757497	2.41082145045965e-10	DIDO1
THCA	54994	0.57942	50.899	53.349	-0.0678239164063153	0.620421611374408	GID8
THCA	63910	5.2558e-08	4.306	1.83	1.23450467099583	1.77596707581227e-07	SLC17A9
THCA	768097	0.061283	1	1	0	0.0904134690385048	HAR1B
THCA	54915	1.6635e-05	58.297	69.772	-0.259226545442027	4.11706824477462e-05	YTHDF1
THCA	79444	1.2993e-09	3.418	1	1.77315239701405	5.45472891926527e-09	BIRC7
THCA	100423014	0.0063449	1	1	0	0.0112346053869021	MIR3196
THCA	128414	1e-20	7.954	2.185	1.86404728241725	1.62178217821782e-19	NKAIN4
THCA	100192386	0.00072847	1	1	0	0.00146919826800739	AL121827.2
THCA	55738	0.48858	60.847	60.922	-0.00177717057295545	0.532553012809849	ARFGAP1
THCA	100422945	0.26864	1	1.097	-0.133563525741106	0.331058798746081	MIR4326
THCA	1137	1.2692e-07	1	2.516	-1.3311319222172	4.0890665792493e-07	CHRNA4
THCA	100130587	0.17914	1	1	0	0.233342548538864	AL121827.1
THCA	1917	1.5228e-09	1.494	1	0.57918014812715	6.3415586440678e-09	EEF1A2
THCA	79144	4.0152e-05	918.309	800.18	0.198655115093608	9.49846807076664e-05	PPDPF
THCA	5753	1.0106e-05	1	1	0	2.57477039533377e-05	PTK6
