Cancer type	NCBI gene id	FDR adjusted p-value	Cancer Sample Med	Normal Sample Med	log2 fold change	p-value	Gene symbol
PCPG	6904	0.34597	31.052	30.142	0.0429110459944763	0.42325805081532	TBCD
PCPG	79755	0.31867	1	1	0	0.395598801949718	ZNF750
PCPG	146712	0.71345	3.528	4.37	-0.30878271883044	0.759558781145152	B3GNTL1
PCPG	284207	0.6723	18.544	34.236	-0.884561681296404	0.723791022860003	METRNL
PCPG	102466878	0.015765	1.229	1.02	0.268915763513804	0.0483440019011407	MIR8078
PCPG	9097	0.15957	43.128	32.397	0.412764590630679	0.256446107605447	USP14
PCPG	9984	0.011224	24.411	17.958	0.442904711862221	0.0367103318688746	THOC1
PCPG	81035	0.67462	1.412	3.564	-1.33575724825074	0.726127160095646	COLEC12
PCPG	27098	6.1168e-07	1	1	0	4.51379263438811e-06	CLUL1
PCPG	7298	1e-20	3.628	1	1.85917445586644	2.02893081761006e-19	TYMS
PCPG	55556	0.027337	13.382	37.623	-1.49132114237894	0.0737172451253482	ENOSF1
PCPG	7525	0.10949	15.434	22.596	-0.549955394927322	0.197417859737357	YES1
PCPG	116	3.5792e-06	3.2	1	1.67807190511264	2.40886631432545e-05	ADCYAP1
PCPG	64863	0.027445	8.9	4.831	0.881483483309046	0.0738866169680111	METTL4
PCPG	10403	1e-20	2.283	1	1.19093085956261	2.02893081761006e-19	NDC80
PCPG	23347	0.042733	13.59	6.586	1.04507103905941	0.102153877732494	SMCHD1
PCPG	84034	0.53913	1.529	2.451	-0.680782077506035	0.604458787141616	EMILIN2
PCPG	9663	0.11097	20.114	13.975	0.525351730763671	0.199121037998146	LPIN2
PCPG	8736	0.1063	1.485	4.959	-1.73958629432534	0.193541792869909	MYOM1
PCPG	10627	0.024282	139.811	418.735	-1.58255963787904	0.0674031825613079	MYL12A
PCPG	103910	0.06028	560.763	1119.816	-0.99779863224927	0.130324923042556	MYL12B
PCPG	105371964	0.31867	1	1	0	0.395598801949718	LINC01895
